2024-06-10 15:04:58,577 INFO    StreamThr :24933 [internal.py:wandb_internal():86] W&B internal server running at pid: 24933, started at: 2024-06-10 15:04:58.577226
2024-06-10 15:04:58,579 DEBUG   HandlerThread:24933 [handler.py:handle_request():144] handle_request: status
2024-06-10 15:04:58,580 INFO    WriterThread:24933 [datastore.py:open_for_write():85] open: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_150458-jma3d7l7/run-jma3d7l7.wandb
2024-06-10 15:04:58,582 DEBUG   SenderThread:24933 [sender.py:send():379] send: header
2024-06-10 15:04:58,593 DEBUG   SenderThread:24933 [sender.py:send():379] send: run
2024-06-10 15:04:58,825 INFO    SenderThread:24933 [dir_watcher.py:__init__():211] watching files in: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_150458-jma3d7l7/files
2024-06-10 15:04:58,825 INFO    SenderThread:24933 [sender.py:_start_run_threads():1121] run started: jma3d7l7 with start time 1718046298.577315
2024-06-10 15:04:58,842 DEBUG   HandlerThread:24933 [handler.py:handle_request():144] handle_request: check_version
2024-06-10 15:04:58,842 DEBUG   SenderThread:24933 [sender.py:send_request():406] send_request: check_version
2024-06-10 15:04:59,170 DEBUG   HandlerThread:24933 [handler.py:handle_request():144] handle_request: run_start
2024-06-10 15:04:59,179 DEBUG   HandlerThread:24933 [system_info.py:__init__():32] System info init
2024-06-10 15:04:59,179 DEBUG   HandlerThread:24933 [system_info.py:__init__():47] System info init done
2024-06-10 15:04:59,180 INFO    HandlerThread:24933 [system_monitor.py:start():181] Starting system monitor
2024-06-10 15:04:59,180 INFO    SystemMonitor:24933 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-06-10 15:04:59,180 INFO    HandlerThread:24933 [system_monitor.py:probe():201] Collecting system info
2024-06-10 15:04:59,181 DEBUG   HandlerThread:24933 [system_info.py:probe():196] Probing system
2024-06-10 15:04:59,181 INFO    SystemMonitor:24933 [interfaces.py:start():190] Started cpu monitoring
2024-06-10 15:04:59,181 INFO    SystemMonitor:24933 [interfaces.py:start():190] Started disk monitoring
2024-06-10 15:04:59,185 INFO    SystemMonitor:24933 [interfaces.py:start():190] Started gpuapple monitoring
2024-06-10 15:04:59,187 INFO    SystemMonitor:24933 [interfaces.py:start():190] Started memory monitoring
2024-06-10 15:04:59,188 INFO    SystemMonitor:24933 [interfaces.py:start():190] Started network monitoring
2024-06-10 15:04:59,192 DEBUG   HandlerThread:24933 [system_info.py:_probe_git():181] Probing git
2024-06-10 15:04:59,209 DEBUG   HandlerThread:24933 [system_info.py:_probe_git():189] Probing git done
2024-06-10 15:04:59,210 DEBUG   HandlerThread:24933 [system_info.py:probe():244] Probing system done
2024-06-10 15:04:59,210 DEBUG   HandlerThread:24933 [system_monitor.py:probe():210] {'os': 'macOS-13.1-arm64-arm-64bit', 'python': '3.9.12', 'heartbeatAt': '2024-06-10T19:04:59.181477', 'startedAt': '2024-06-10T19:04:58.568604', 'docker': None, 'cuda': None, 'args': ('base', 'omniglot'), 'state': 'running', 'program': '/Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/./experiment_resnet.py', 'codePathLocal': 'experiment_resnet.py', 'codePath': 'experiment_resnet.py', 'git': {'remote': 'git@github.com:ricohasgithub/ICL-Experiments.git', 'commit': '84b77d3a3f88014d6dc545854ad00a06b3cd8269'}, 'email': 'wh169@duke.edu', 'root': '/Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments', 'host': 'Starfarmer2mb-2.local', 'username': 'starfarmer2', 'executable': '/usr/local/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 446.54063415527344}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-06-10 15:04:59,210 INFO    HandlerThread:24933 [system_monitor.py:probe():211] Finished collecting system info
2024-06-10 15:04:59,210 INFO    HandlerThread:24933 [system_monitor.py:probe():214] Publishing system info
2024-06-10 15:04:59,210 DEBUG   HandlerThread:24933 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-06-10 15:04:59,210 DEBUG   HandlerThread:24933 [system_info.py:_save_pip():68] Saving pip packages done
2024-06-10 15:04:59,211 INFO    HandlerThread:24933 [system_monitor.py:probe():216] Finished publishing system info
2024-06-10 15:04:59,215 DEBUG   SenderThread:24933 [sender.py:send():379] send: files
2024-06-10 15:04:59,215 INFO    SenderThread:24933 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-06-10 15:04:59,219 DEBUG   HandlerThread:24933 [handler.py:handle_request():144] handle_request: stop_status
2024-06-10 15:04:59,219 DEBUG   HandlerThread:24933 [handler.py:handle_request():144] handle_request: internal_messages
2024-06-10 15:04:59,220 DEBUG   SenderThread:24933 [sender.py:send_request():406] send_request: stop_status
2024-06-10 15:04:59,477 DEBUG   SenderThread:24933 [sender.py:send():379] send: telemetry
2024-06-10 15:04:59,709 INFO    wandb-upload_0:24933 [upload_job.py:push():131] Uploaded file /var/folders/4c/z8zyjh415_s24ch63vqd34z80000gn/T/tmpcfnfd1kiwandb/bw8jqihn-wandb-metadata.json
2024-06-10 15:04:59,831 INFO    Thread-12 :24933 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_150458-jma3d7l7/files/wandb-metadata.json
2024-06-10 15:04:59,831 INFO    Thread-12 :24933 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_150458-jma3d7l7/files/requirements.txt
2024-06-10 15:04:59,831 INFO    Thread-12 :24933 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_150458-jma3d7l7/files/output.log
2024-06-10 15:05:01,840 INFO    Thread-12 :24933 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_150458-jma3d7l7/files/output.log
2024-06-10 15:05:02,682 DEBUG   HandlerThread:24933 [handler.py:handle_request():144] handle_request: partial_history
2024-06-10 15:05:02,683 DEBUG   SenderThread:24933 [sender.py:send():379] send: history
2024-06-10 15:05:02,684 DEBUG   SenderThread:24933 [sender.py:send_request():406] send_request: summary_record
2024-06-10 15:05:02,684 INFO    SenderThread:24933 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-06-10 15:05:02,684 DEBUG   SenderThread:24933 [sender.py:send():379] send: exit
2024-06-10 15:05:02,684 INFO    SenderThread:24933 [sender.py:send_exit():584] handling exit code: 1
2024-06-10 15:05:02,684 INFO    SenderThread:24933 [sender.py:send_exit():586] handling runtime: 3
2024-06-10 15:05:02,685 INFO    SenderThread:24933 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-06-10 15:05:02,685 INFO    SenderThread:24933 [sender.py:send_exit():592] send defer
2024-06-10 15:05:02,685 DEBUG   HandlerThread:24933 [handler.py:handle_request():144] handle_request: defer
2024-06-10 15:05:02,685 INFO    HandlerThread:24933 [handler.py:handle_request_defer():170] handle defer: 0
2024-06-10 15:05:02,685 DEBUG   SenderThread:24933 [sender.py:send_request():406] send_request: defer
2024-06-10 15:05:02,685 INFO    SenderThread:24933 [sender.py:send_request_defer():608] handle sender defer: 0
2024-06-10 15:05:02,685 INFO    SenderThread:24933 [sender.py:transition_state():612] send defer: 1
2024-06-10 15:05:02,685 DEBUG   HandlerThread:24933 [handler.py:handle_request():144] handle_request: defer
2024-06-10 15:05:02,685 INFO    HandlerThread:24933 [handler.py:handle_request_defer():170] handle defer: 1
2024-06-10 15:05:02,685 DEBUG   SenderThread:24933 [sender.py:send_request():406] send_request: defer
2024-06-10 15:05:02,685 INFO    SenderThread:24933 [sender.py:send_request_defer():608] handle sender defer: 1
