2024-06-11 15:50:21,011 INFO    StreamThr :22559 [internal.py:wandb_internal():86] W&B internal server running at pid: 22559, started at: 2024-06-11 15:50:21.011020
2024-06-11 15:50:21,012 DEBUG   HandlerThread:22559 [handler.py:handle_request():144] handle_request: status
2024-06-11 15:50:21,013 INFO    WriterThread:22559 [datastore.py:open_for_write():85] open: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240611_155021-78ibybo4/run-78ibybo4.wandb
2024-06-11 15:50:21,013 DEBUG   SenderThread:22559 [sender.py:send():379] send: header
2024-06-11 15:50:21,025 DEBUG   SenderThread:22559 [sender.py:send():379] send: run
2024-06-11 15:50:21,278 INFO    SenderThread:22559 [dir_watcher.py:__init__():211] watching files in: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240611_155021-78ibybo4/files
2024-06-11 15:50:21,278 INFO    SenderThread:22559 [sender.py:_start_run_threads():1121] run started: 78ibybo4 with start time 1718135421.011684
2024-06-11 15:50:21,291 DEBUG   HandlerThread:22559 [handler.py:handle_request():144] handle_request: check_version
2024-06-11 15:50:21,291 DEBUG   SenderThread:22559 [sender.py:send_request():406] send_request: check_version
2024-06-11 15:50:21,538 DEBUG   HandlerThread:22559 [handler.py:handle_request():144] handle_request: run_start
2024-06-11 15:50:21,546 DEBUG   HandlerThread:22559 [system_info.py:__init__():32] System info init
2024-06-11 15:50:21,546 DEBUG   HandlerThread:22559 [system_info.py:__init__():47] System info init done
2024-06-11 15:50:21,546 INFO    HandlerThread:22559 [system_monitor.py:start():181] Starting system monitor
2024-06-11 15:50:21,547 INFO    SystemMonitor:22559 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-06-11 15:50:21,547 INFO    HandlerThread:22559 [system_monitor.py:probe():201] Collecting system info
2024-06-11 15:50:21,548 INFO    SystemMonitor:22559 [interfaces.py:start():190] Started cpu monitoring
2024-06-11 15:50:21,548 DEBUG   HandlerThread:22559 [system_info.py:probe():196] Probing system
2024-06-11 15:50:21,548 INFO    SystemMonitor:22559 [interfaces.py:start():190] Started disk monitoring
2024-06-11 15:50:21,552 INFO    SystemMonitor:22559 [interfaces.py:start():190] Started gpuapple monitoring
2024-06-11 15:50:21,554 INFO    SystemMonitor:22559 [interfaces.py:start():190] Started memory monitoring
2024-06-11 15:50:21,555 INFO    SystemMonitor:22559 [interfaces.py:start():190] Started network monitoring
2024-06-11 15:50:21,560 DEBUG   HandlerThread:22559 [system_info.py:_probe_git():181] Probing git
2024-06-11 15:50:21,579 DEBUG   HandlerThread:22559 [system_info.py:_probe_git():189] Probing git done
2024-06-11 15:50:21,579 DEBUG   HandlerThread:22559 [system_info.py:probe():244] Probing system done
2024-06-11 15:50:21,579 DEBUG   HandlerThread:22559 [system_monitor.py:probe():210] {'os': 'macOS-13.1-arm64-arm-64bit', 'python': '3.9.12', 'heartbeatAt': '2024-06-11T19:50:21.550125', 'startedAt': '2024-06-11T19:50:21.003591', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/train_resnet.py', 'codePathLocal': 'train_resnet.py', 'codePath': 'train_resnet.py', 'git': {'remote': 'git@github.com:ricohasgithub/ICL-Experiments.git', 'commit': '84b77d3a3f88014d6dc545854ad00a06b3cd8269'}, 'email': 'wh169@duke.edu', 'root': '/Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments', 'host': 'Starfarmer2mb-2.local', 'username': 'starfarmer2', 'executable': '/usr/local/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 443.18365478515625}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-06-11 15:50:21,579 INFO    HandlerThread:22559 [system_monitor.py:probe():211] Finished collecting system info
2024-06-11 15:50:21,579 INFO    HandlerThread:22559 [system_monitor.py:probe():214] Publishing system info
2024-06-11 15:50:21,579 DEBUG   HandlerThread:22559 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-06-11 15:50:21,580 DEBUG   HandlerThread:22559 [system_info.py:_save_pip():68] Saving pip packages done
2024-06-11 15:50:21,580 INFO    HandlerThread:22559 [system_monitor.py:probe():216] Finished publishing system info
2024-06-11 15:50:21,589 DEBUG   SenderThread:22559 [sender.py:send():379] send: files
