2024-06-10 15:01:55,505 INFO    StreamThr :23500 [internal.py:wandb_internal():86] W&B internal server running at pid: 23500, started at: 2024-06-10 15:01:55.504327
2024-06-10 15:01:55,506 DEBUG   HandlerThread:23500 [handler.py:handle_request():144] handle_request: status
2024-06-10 15:01:55,509 INFO    WriterThread:23500 [datastore.py:open_for_write():85] open: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_150155-4a7yylwq/run-4a7yylwq.wandb
2024-06-10 15:01:55,510 DEBUG   SenderThread:23500 [sender.py:send():379] send: header
2024-06-10 15:01:55,524 DEBUG   SenderThread:23500 [sender.py:send():379] send: run
2024-06-10 15:01:57,364 INFO    SenderThread:23500 [dir_watcher.py:__init__():211] watching files in: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_150155-4a7yylwq/files
2024-06-10 15:01:57,364 INFO    SenderThread:23500 [sender.py:_start_run_threads():1121] run started: 4a7yylwq with start time 1718046115.50472
2024-06-10 15:01:57,377 DEBUG   HandlerThread:23500 [handler.py:handle_request():144] handle_request: check_version
2024-06-10 15:01:57,377 DEBUG   SenderThread:23500 [sender.py:send_request():406] send_request: check_version
2024-06-10 15:01:57,473 DEBUG   HandlerThread:23500 [handler.py:handle_request():144] handle_request: run_start
2024-06-10 15:01:57,479 DEBUG   HandlerThread:23500 [system_info.py:__init__():32] System info init
2024-06-10 15:01:57,479 DEBUG   HandlerThread:23500 [system_info.py:__init__():47] System info init done
2024-06-10 15:01:57,479 INFO    HandlerThread:23500 [system_monitor.py:start():181] Starting system monitor
2024-06-10 15:01:57,479 INFO    SystemMonitor:23500 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-06-10 15:01:57,479 INFO    HandlerThread:23500 [system_monitor.py:probe():201] Collecting system info
2024-06-10 15:01:57,480 DEBUG   HandlerThread:23500 [system_info.py:probe():196] Probing system
2024-06-10 15:01:57,480 INFO    SystemMonitor:23500 [interfaces.py:start():190] Started cpu monitoring
2024-06-10 15:01:57,480 INFO    SystemMonitor:23500 [interfaces.py:start():190] Started disk monitoring
2024-06-10 15:01:57,481 INFO    SystemMonitor:23500 [interfaces.py:start():190] Started gpuapple monitoring
2024-06-10 15:01:57,483 INFO    SystemMonitor:23500 [interfaces.py:start():190] Started memory monitoring
2024-06-10 15:01:57,485 INFO    SystemMonitor:23500 [interfaces.py:start():190] Started network monitoring
2024-06-10 15:01:57,489 DEBUG   HandlerThread:23500 [system_info.py:_probe_git():181] Probing git
2024-06-10 15:01:57,503 DEBUG   HandlerThread:23500 [system_info.py:_probe_git():189] Probing git done
2024-06-10 15:01:57,503 DEBUG   HandlerThread:23500 [system_info.py:probe():244] Probing system done
2024-06-10 15:01:57,503 DEBUG   HandlerThread:23500 [system_monitor.py:probe():210] {'os': 'macOS-13.1-arm64-arm-64bit', 'python': '3.9.12', 'heartbeatAt': '2024-06-10T19:01:57.480654', 'startedAt': '2024-06-10T19:01:55.496913', 'docker': None, 'cuda': None, 'args': ('base', 'omniglot'), 'state': 'running', 'program': '/Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/./experiment_resnet.py', 'codePathLocal': 'experiment_resnet.py', 'codePath': 'experiment_resnet.py', 'git': {'remote': 'git@github.com:ricohasgithub/ICL-Experiments.git', 'commit': '84b77d3a3f88014d6dc545854ad00a06b3cd8269'}, 'email': 'wh169@duke.edu', 'root': '/Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments', 'host': 'Starfarmer2mb-2.local', 'username': 'starfarmer2', 'executable': '/usr/local/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 446.5263977050781}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-06-10 15:01:57,503 INFO    HandlerThread:23500 [system_monitor.py:probe():211] Finished collecting system info
2024-06-10 15:01:57,503 INFO    HandlerThread:23500 [system_monitor.py:probe():214] Publishing system info
2024-06-10 15:01:57,503 DEBUG   HandlerThread:23500 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-06-10 15:01:57,504 DEBUG   HandlerThread:23500 [system_info.py:_save_pip():68] Saving pip packages done
2024-06-10 15:01:57,504 INFO    HandlerThread:23500 [system_monitor.py:probe():216] Finished publishing system info
2024-06-10 15:01:57,507 DEBUG   SenderThread:23500 [sender.py:send():379] send: files
2024-06-10 15:01:57,507 INFO    SenderThread:23500 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-06-10 15:01:57,511 DEBUG   HandlerThread:23500 [handler.py:handle_request():144] handle_request: stop_status
2024-06-10 15:01:57,511 DEBUG   SenderThread:23500 [sender.py:send_request():406] send_request: stop_status
2024-06-10 15:01:57,512 DEBUG   HandlerThread:23500 [handler.py:handle_request():144] handle_request: internal_messages
2024-06-10 15:01:57,727 DEBUG   SenderThread:23500 [sender.py:send():379] send: telemetry
2024-06-10 15:01:58,096 INFO    wandb-upload_0:23500 [upload_job.py:push():131] Uploaded file /var/folders/4c/z8zyjh415_s24ch63vqd34z80000gn/T/tmppgf9gk_4wandb/szu4cgok-wandb-metadata.json
