2024-06-10 14:53:01,248 INFO    StreamThr :19477 [internal.py:wandb_internal():86] W&B internal server running at pid: 19477, started at: 2024-06-10 14:53:01.247742
2024-06-10 14:53:01,248 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: status
2024-06-10 14:53:01,249 INFO    WriterThread:19477 [datastore.py:open_for_write():85] open: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_145301-q7ko8kyk/run-q7ko8kyk.wandb
2024-06-10 14:53:01,250 DEBUG   SenderThread:19477 [sender.py:send():379] send: header
2024-06-10 14:53:01,258 DEBUG   SenderThread:19477 [sender.py:send():379] send: run
2024-06-10 14:53:01,503 INFO    SenderThread:19477 [dir_watcher.py:__init__():211] watching files in: /Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/wandb/run-20240610_145301-q7ko8kyk/files
2024-06-10 14:53:01,503 INFO    SenderThread:19477 [sender.py:_start_run_threads():1121] run started: q7ko8kyk with start time 1718045581.247922
2024-06-10 14:53:01,510 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: check_version
2024-06-10 14:53:01,511 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: check_version
2024-06-10 14:53:01,602 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: run_start
2024-06-10 14:53:01,607 DEBUG   HandlerThread:19477 [system_info.py:__init__():32] System info init
2024-06-10 14:53:01,607 DEBUG   HandlerThread:19477 [system_info.py:__init__():47] System info init done
2024-06-10 14:53:01,607 INFO    HandlerThread:19477 [system_monitor.py:start():181] Starting system monitor
2024-06-10 14:53:01,607 INFO    SystemMonitor:19477 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-06-10 14:53:01,607 INFO    HandlerThread:19477 [system_monitor.py:probe():201] Collecting system info
2024-06-10 14:53:01,608 DEBUG   HandlerThread:19477 [system_info.py:probe():196] Probing system
2024-06-10 14:53:01,608 INFO    SystemMonitor:19477 [interfaces.py:start():190] Started cpu monitoring
2024-06-10 14:53:01,609 INFO    SystemMonitor:19477 [interfaces.py:start():190] Started disk monitoring
2024-06-10 14:53:01,609 INFO    SystemMonitor:19477 [interfaces.py:start():190] Started gpuapple monitoring
2024-06-10 14:53:01,610 INFO    SystemMonitor:19477 [interfaces.py:start():190] Started memory monitoring
2024-06-10 14:53:01,612 INFO    SystemMonitor:19477 [interfaces.py:start():190] Started network monitoring
2024-06-10 14:53:01,615 DEBUG   HandlerThread:19477 [system_info.py:_probe_git():181] Probing git
2024-06-10 14:53:01,627 DEBUG   HandlerThread:19477 [system_info.py:_probe_git():189] Probing git done
2024-06-10 14:53:01,627 DEBUG   HandlerThread:19477 [system_info.py:probe():244] Probing system done
2024-06-10 14:53:01,627 DEBUG   HandlerThread:19477 [system_monitor.py:probe():210] {'os': 'macOS-13.1-arm64-arm-64bit', 'python': '3.9.12', 'heartbeatAt': '2024-06-10T18:53:01.608143', 'startedAt': '2024-06-10T18:53:01.244707', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments/train_resnet.py', 'codePathLocal': 'train_resnet.py', 'codePath': 'train_resnet.py', 'git': {'remote': 'git@github.com:ricohasgithub/ICL-Experiments.git', 'commit': '84b77d3a3f88014d6dc545854ad00a06b3cd8269'}, 'email': 'wh169@duke.edu', 'root': '/Users/starfarmer2/Desktop/Jasper/Coding Files/CSPlus/ICL-Experiments', 'host': 'Starfarmer2mb-2.local', 'username': 'starfarmer2', 'executable': '/usr/local/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 446.5162048339844}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-06-10 14:53:01,627 INFO    HandlerThread:19477 [system_monitor.py:probe():211] Finished collecting system info
2024-06-10 14:53:01,628 INFO    HandlerThread:19477 [system_monitor.py:probe():214] Publishing system info
2024-06-10 14:53:01,628 DEBUG   HandlerThread:19477 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-06-10 14:53:01,628 DEBUG   HandlerThread:19477 [system_info.py:_save_pip():68] Saving pip packages done
2024-06-10 14:53:01,628 INFO    HandlerThread:19477 [system_monitor.py:probe():216] Finished publishing system info
2024-06-10 14:53:01,632 DEBUG   SenderThread:19477 [sender.py:send():379] send: files
2024-06-10 14:53:01,632 INFO    SenderThread:19477 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-06-10 14:53:01,635 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: stop_status
2024-06-10 14:53:01,635 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: stop_status
2024-06-10 14:53:01,636 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: internal_messages
2024-06-10 14:53:01,798 DEBUG   SenderThread:19477 [sender.py:send():379] send: telemetry
2024-06-10 14:53:01,798 DEBUG   SenderThread:19477 [sender.py:send():379] send: exit
2024-06-10 14:53:01,798 INFO    SenderThread:19477 [sender.py:send_exit():584] handling exit code: 0
2024-06-10 14:53:01,798 INFO    SenderThread:19477 [sender.py:send_exit():586] handling runtime: 0
2024-06-10 14:53:01,799 INFO    SenderThread:19477 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-06-10 14:53:01,799 INFO    SenderThread:19477 [sender.py:send_exit():592] send defer
2024-06-10 14:53:01,799 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: defer
2024-06-10 14:53:01,799 INFO    HandlerThread:19477 [handler.py:handle_request_defer():170] handle defer: 0
2024-06-10 14:53:01,799 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: defer
2024-06-10 14:53:01,799 INFO    SenderThread:19477 [sender.py:send_request_defer():608] handle sender defer: 0
2024-06-10 14:53:01,799 INFO    SenderThread:19477 [sender.py:transition_state():612] send defer: 1
2024-06-10 14:53:01,799 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: defer
2024-06-10 14:53:01,799 INFO    HandlerThread:19477 [handler.py:handle_request_defer():170] handle defer: 1
2024-06-10 14:53:01,799 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: defer
2024-06-10 14:53:01,799 INFO    SenderThread:19477 [sender.py:send_request_defer():608] handle sender defer: 1
2024-06-10 14:53:01,800 INFO    SenderThread:19477 [sender.py:transition_state():612] send defer: 2
2024-06-10 14:53:01,800 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: defer
2024-06-10 14:53:01,800 INFO    HandlerThread:19477 [handler.py:handle_request_defer():170] handle defer: 2
2024-06-10 14:53:01,800 INFO    HandlerThread:19477 [system_monitor.py:finish():190] Stopping system monitor
2024-06-10 14:53:01,800 INFO    HandlerThread:19477 [interfaces.py:finish():202] Joined cpu monitor
2024-06-10 14:53:01,800 DEBUG   SystemMonitor:19477 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-06-10 14:53:01,800 DEBUG   SystemMonitor:19477 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2024-06-10 14:53:01,800 INFO    HandlerThread:19477 [interfaces.py:finish():202] Joined disk monitor
2024-06-10 14:53:01,800 DEBUG   SystemMonitor:19477 [system_monitor.py:_start():170] Publishing last batch of metrics
2024-06-10 14:53:01,978 INFO    wandb-upload_0:19477 [upload_job.py:push():131] Uploaded file /var/folders/4c/z8zyjh415_s24ch63vqd34z80000gn/T/tmps_vjmyudwandb/14x06fxp-wandb-metadata.json
2024-06-10 14:53:02,135 INFO    HandlerThread:19477 [interfaces.py:finish():202] Joined gpuapple monitor
2024-06-10 14:53:02,135 INFO    HandlerThread:19477 [interfaces.py:finish():202] Joined memory monitor
2024-06-10 14:53:02,135 INFO    HandlerThread:19477 [interfaces.py:finish():202] Joined network monitor
2024-06-10 14:53:02,135 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: defer
2024-06-10 14:53:02,136 INFO    SenderThread:19477 [sender.py:send_request_defer():608] handle sender defer: 2
2024-06-10 14:53:02,136 INFO    SenderThread:19477 [sender.py:transition_state():612] send defer: 3
2024-06-10 14:53:02,136 DEBUG   SenderThread:19477 [sender.py:send():379] send: telemetry
2024-06-10 14:53:02,136 DEBUG   SenderThread:19477 [sender.py:send():379] send: stats
2024-06-10 14:53:02,136 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: defer
2024-06-10 14:53:02,136 INFO    HandlerThread:19477 [handler.py:handle_request_defer():170] handle defer: 3
2024-06-10 14:53:02,136 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: defer
2024-06-10 14:53:02,136 INFO    SenderThread:19477 [sender.py:send_request_defer():608] handle sender defer: 3
2024-06-10 14:53:02,136 INFO    SenderThread:19477 [sender.py:transition_state():612] send defer: 4
2024-06-10 14:53:02,136 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: defer
2024-06-10 14:53:02,136 INFO    HandlerThread:19477 [handler.py:handle_request_defer():170] handle defer: 4
2024-06-10 14:53:02,136 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: defer
2024-06-10 14:53:02,136 INFO    SenderThread:19477 [sender.py:send_request_defer():608] handle sender defer: 4
2024-06-10 14:53:02,136 INFO    SenderThread:19477 [sender.py:transition_state():612] send defer: 5
2024-06-10 14:53:02,136 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: defer
2024-06-10 14:53:02,136 INFO    HandlerThread:19477 [handler.py:handle_request_defer():170] handle defer: 5
2024-06-10 14:53:02,136 DEBUG   SenderThread:19477 [sender.py:send():379] send: summary
2024-06-10 14:53:02,136 INFO    SenderThread:19477 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-06-10 14:53:02,137 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: defer
2024-06-10 14:53:02,137 INFO    SenderThread:19477 [sender.py:send_request_defer():608] handle sender defer: 5
2024-06-10 14:53:02,137 INFO    SenderThread:19477 [sender.py:transition_state():612] send defer: 6
2024-06-10 14:53:02,137 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: defer
2024-06-10 14:53:02,137 INFO    HandlerThread:19477 [handler.py:handle_request_defer():170] handle defer: 6
2024-06-10 14:53:02,137 DEBUG   SenderThread:19477 [sender.py:send_request():406] send_request: defer
2024-06-10 14:53:02,137 INFO    SenderThread:19477 [sender.py:send_request_defer():608] handle sender defer: 6
2024-06-10 14:53:02,138 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: status_report
2024-06-10 14:53:02,219 INFO    SenderThread:19477 [sender.py:transition_state():612] send defer: 7
2024-06-10 14:53:02,219 DEBUG   HandlerThread:19477 [handler.py:handle_request():144] handle_request: defer
2024-06-10 14:53:02,219 INFO    HandlerThread:19477 [handler.py:handle_request_defer():170] handle defer: 7
